id,name,cuisine,baseServings,protein,allergens,difficulty,prepTime,emoji,imageUrl,imgQ,ingredients,instructions
r031,Chicken and Mushroom Rice,Portuguese,4,chicken,,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,and,Mushroom,Rice,recipe,food?lock=131",Chicken and Mushroom Rice recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Mushrooms"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r032,"Chicken with Lemon, Garlic and Bay Leaf",Portuguese,4,chicken,,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,with,Lemon,Garlic,and,Bay,Leaf,recipe,food?lock=132","Chicken with Lemon, Garlic and Bay Leaf recipe","[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Lemon Juice"",""amount"":60,""unit"":""ml""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r033,Portuguese Chicken Meatballs with Tomato Rice,Portuguese,4,chicken,,Medium,45,🍗,"https://loremflickr.com/760/560/Portuguese,Chicken,Meatballs,with,Tomato,Rice,recipe,food?lock=133",Portuguese Chicken Meatballs with Tomato Rice recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r034,Chicken and Cabbage Rice,Portuguese,4,chicken,,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,and,Cabbage,Rice,recipe,food?lock=134",Chicken and Cabbage Rice recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Cabbage"",""amount"":250,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r035,Chicken Escabeche with Peppers,Portuguese,4,chicken,,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Escabeche,with,Peppers,recipe,food?lock=135",Chicken Escabeche with Peppers recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r036,Portuguese Beef Stew,Portuguese,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Portuguese,Beef,Stew,recipe,food?lock=136",Portuguese Beef Stew recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Chop the vegetables and season the main protein or legumes."",""Sauté onion and garlic in olive oil until soft."",""Add the protein, legumes or vegetables and brown lightly if needed."",""Add tomato, stock and spices, then simmer gently."",""Cook until the sauce thickens and everything is tender."",""Serve with rice, potatoes or bread as preferred.""]"
r037,Beef Rice with Cabbage,Portuguese,4,beef,,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,Rice,with,Cabbage,recipe,food?lock=137",Beef Rice with Cabbage recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Cabbage"",""amount"":250,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r038,Portuguese Beef Meatballs with Tomato Rice,Portuguese,4,beef,,Medium,45,🥩,"https://loremflickr.com/760/560/Portuguese,Beef,Meatballs,with,Tomato,Rice,recipe,food?lock=138",Portuguese Beef Meatballs with Tomato Rice recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r039,Bitoque-Style Beef with Egg and Potatoes,Portuguese,4,beef,eggs,Easy,30,🥩,"https://loremflickr.com/760/560/Bitoque,Style,Beef,with,Egg,and,Potatoes,recipe,food?lock=139",Bitoque-Style Beef with Egg and Potatoes recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Potatoes"",""amount"":600,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r040,Beef and White Bean Stew,Portuguese,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,and,White,Bean,Stew,recipe,food?lock=140",Beef and White Bean Stew recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Chop the vegetables and season the main protein or legumes."",""Sauté onion and garlic in olive oil until soft."",""Add the protein, legumes or vegetables and brown lightly if needed."",""Add tomato, stock and spices, then simmer gently."",""Cook until the sauce thickens and everything is tender."",""Serve with rice, potatoes or bread as preferred.""]"
r041,Beef Tomato Rice Skillet,Portuguese,4,beef,,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,Tomato,Rice,Skillet,recipe,food?lock=141",Beef Tomato Rice Skillet recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Tomato Passata"",""amount"":400,""unit"":""ml""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r042,Beef and Mushroom Stew,Portuguese,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,and,Mushroom,Stew,recipe,food?lock=142",Beef and Mushroom Stew recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Mushrooms"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Chop the vegetables and season the main protein or legumes."",""Sauté onion and garlic in olive oil until soft."",""Add the protein, legumes or vegetables and brown lightly if needed."",""Add tomato, stock and spices, then simmer gently."",""Cook until the sauce thickens and everything is tender."",""Serve with rice, potatoes or bread as preferred.""]"
r043,Beef with Peppers and Potatoes,Portuguese,4,beef,,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,with,Peppers,and,Potatoes,recipe,food?lock=143",Beef with Peppers and Potatoes recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Potatoes"",""amount"":600,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r044,Beef Mince and Rice Bake,Portuguese,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,Mince,and,Rice,Bake,recipe,food?lock=144",Beef Mince and Rice Bake recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Preheat the oven to 190°C."",""Prepare the sauce, vegetables and main protein or legumes."",""Combine everything in a baking dish with the chosen carb."",""Cover and bake until bubbling and tender."",""Uncover for the final minutes to brown the top lightly."",""Rest briefly before serving.""]"
r045,Beef and Lentil Stew,Portuguese,4,beef,,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,and,Lentil,Stew,recipe,food?lock=145",Beef and Lentil Stew recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Chop the vegetables and season the main protein or legumes."",""Sauté onion and garlic in olive oil until soft."",""Add the protein, legumes or vegetables and brown lightly if needed."",""Add tomato, stock and spices, then simmer gently."",""Cook until the sauce thickens and everything is tender."",""Serve with rice, potatoes or bread as preferred.""]"
r046,Vegan Lentil Feijoada,Portuguese,4,vegan,,Medium,40,🥗,"https://loremflickr.com/760/560/Vegan,Lentil,Feijoada,recipe,food?lock=146",Vegan Lentil Feijoada recipe,"[{""name"":""Lentils"",""amount"":250,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Chop the vegetables and season the main protein or legumes."",""Sauté onion and garlic in olive oil until soft."",""Add the protein, legumes or vegetables and brown lightly if needed."",""Add tomato, stock and spices, then simmer gently."",""Cook until the sauce thickens and everything is tender."",""Serve with rice, potatoes or bread as preferred.""]"
r047,Vegan Mushroom à Lagareiro,Portuguese,4,vegan,,Easy,30,🍄,"https://loremflickr.com/760/560/Vegan,Mushroom,Lagareiro,recipe,food?lock=147",Vegan Mushroom à Lagareiro recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r048,Vegan Roasted Potato and Mushroom Traybake,Portuguese,4,vegan,,Medium,40,🍄,"https://loremflickr.com/760/560/Vegan,Roasted,Potato,and,Mushroom,Traybake,recipe,food?lock=148",Vegan Roasted Potato and Mushroom Traybake recipe,"[{""name"":""Mushrooms"",""amount"":400,""unit"":""g""},{""name"":""Potatoes"",""amount"":600,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""},{""name"":""Fresh Coriander"",""amount"":10,""unit"":""g""}]","[""Preheat the oven to 200°C."",""Cut vegetables and protein into similar-sized pieces."",""Toss everything with oil, garlic, herbs and seasoning."",""Spread on a tray in a single layer."",""Roast until golden and cooked through, turning once."",""Serve with rice, potatoes or a simple salad.""]"
r049,Vegan Portuguese Bean Rice,Portuguese,4,vegan,,Easy,30,🍚,"https://loremflickr.com/760/560/Vegan,Portuguese,Bean,Rice,recipe,food?lock=149",Vegan Portuguese Bean Rice recipe,"[{""name"":""Beans"",""amount"":480,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r050,Vegan Roasted Pepper and Chickpea Rice,Portuguese,4,vegan,,Easy,30,🍚,"https://loremflickr.com/760/560/Vegan,Roasted,Pepper,and,Chickpea,Rice,recipe,food?lock=150",Vegan Roasted Pepper and Chickpea Rice recipe,"[{""name"":""Chickpeas"",""amount"":480,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Peas"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Bay Leaf"",""amount"":2,""unit"":""pcs""}]","[""Preheat the oven to 200°C."",""Cut vegetables and protein into similar-sized pieces."",""Toss everything with oil, garlic, herbs and seasoning."",""Spread on a tray in a single layer."",""Roast until golden and cooked through, turning once."",""Serve with rice, potatoes or a simple salad.""]"
r051,Chicken Teriyaki Bowl,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Chicken,Teriyaki,Bowl,recipe,food?lock=151",Chicken Teriyaki Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r052,Chicken Teriyaki Noodles,Asian,4,chicken,gluten|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Chicken,Teriyaki,Noodles,recipe,food?lock=152",Chicken Teriyaki Noodles recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r053,Honey Soy Chicken Stir-Fry,Asian,4,chicken,soy,Easy,25,🍗,"https://loremflickr.com/760/560/Honey,Soy,Chicken,Stir,Fry,recipe,food?lock=153",Honey Soy Chicken Stir-Fry recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Honey"",""amount"":1,""unit"":""tbsp""},{""name"":""Ginger"",""amount"":15,""unit"":""g""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r054,Sesame Chicken and Broccoli,Asian,4,chicken,sesame|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Sesame,Chicken,and,Broccoli,recipe,food?lock=154",Sesame Chicken and Broccoli recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Broccoli"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r055,Thai Green Curry Chicken,Asian,4,chicken,,Medium,40,🍗,"https://loremflickr.com/760/560/Thai,Green,Curry,Chicken,recipe,food?lock=155",Thai Green Curry Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Green Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r056,Thai Red Curry Chicken,Asian,4,chicken,,Medium,40,🍗,"https://loremflickr.com/760/560/Thai,Red,Curry,Chicken,recipe,food?lock=156",Thai Red Curry Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Red Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r057,Thai Yellow Curry Chicken,Asian,4,chicken,,Medium,40,🍗,"https://loremflickr.com/760/560/Thai,Yellow,Curry,Chicken,recipe,food?lock=157",Thai Yellow Curry Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Yellow Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Turmeric"",""amount"":1,""unit"":""tsp""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r058,Chicken Satay Rice Bowl,Asian,4,chicken,peanuts|soy,Easy,25,🍗,"https://loremflickr.com/760/560/Chicken,Satay,Rice,Bowl,recipe,food?lock=158",Chicken Satay Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r059,Peanut Chicken Noodles,Asian,4,chicken,gluten|peanuts|soy,Easy,30,🍗,"https://loremflickr.com/760/560/Peanut,Chicken,Noodles,recipe,food?lock=159",Peanut Chicken Noodles recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Peas"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r060,Thai Basil Chicken,Asian,4,chicken,soy,Easy,30,🍗,"https://loremflickr.com/760/560/Thai,Basil,Chicken,recipe,food?lock=160",Thai Basil Chicken recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r061,Lemongrass Chicken Rice Bowl,Asian,4,chicken,,Easy,25,🍗,"https://loremflickr.com/760/560/Lemongrass,Chicken,Rice,Bowl,recipe,food?lock=161",Lemongrass Chicken Rice Bowl recipe,"[{""name"":""Chicken Breast or Thighs"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Lemon Juice"",""amount"":60,""unit"":""ml""},{""name"":""Olive Oil"",""amount"":3,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":4,""unit"":""cloves""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
